X,Y,name,healthcare,healthcare:speciality,addr:full,addr:city,osm_id
101.0260899,4.0274888,St. John Ambulans Malaysia (Selatan Perak),hospice,,"Lot 104, Jalan Mak Intan, Pekan Teluk Intan, 36000 Teluk Intan, Perak, Malaysia",Teluk Intan,4383530199
101.0185438,4.0278624,Klinik Dr Lee,doctor,,"69 & 71, Jln Raja, Pekan Teluk Intan, 36000 Teluk Intan, Perak, Malaysia",Teluk Intan,5355245868
101.0345905,4.0101611,Medi Klinik Shahrol,doctor,,"55W, Jln Changkat Jong, Taman Impian, 36000 Teluk Intan, Perak, Malaysia",Teluk Intan,5361617469
100.3852915,5.4328528,BiG Pharmacy,pharmacy,,"6869 & 6870 GROUND FLOOR, Jalan Raja Uda, Raja Uda, 12300 Butterworth, Pulau Pinang, Malaysia",Butterworth,7083869514
101.7226821,3.1599064,Hospital Ortopedik ALTY,hospital,,"Menara ALTY, 187, Jln Ampang, Taman U Thant, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,11759497837
101.6670336,3.1115957,ZJI Clinic,clinic,,"Ground Floor, Baker Tilly Tower Tower, 1, Avenue 5, Bangsar South, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,11760216587
101.7076868,3.1013845,Guardian,pharmacy,,"Lot 53, Jalan Sri Permaisuri 8, Bandar Sri Permaisuri, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,11627239250
101.7078625,3.1016041,Klinik Pergigian Pang,dentist,,"43-1, Jalan Sri Permaisuri 8, Bandar Sri Permaisuri, 56000 Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Cheras,11627239247
100.9354267,4.7744077,Underwood Clinic,clinic,,"Jalan Kolej Melayu, 33000 Kuala Kangsar, Perak, Malaysia",Kuala Kangsar,4586478902
101.6676725,3.112043,Klinik Oasis,clinic,,"Ground Floor (Lot 01), Menara TH, Tower 2A, Avenue 5, The Horizon Bangsar South, 8, Jalan Kerinchi, Wilayah Persekutuan, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,11762859599
101.6670781,3.1120011,SC Dental Care,dentist,,"The Horizon, Unit G-01 Wisma Averis Tower 2 Avenue 5, 8, Jalan Kerinchi, Bangsar South, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Kuala Lumpur,8541513563
103.7851638,1.55319,The Smile Dental Lounge,dentist,dentistry,"69, Jalan Mutiara Emas 2A, Taman Mount Austin, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",Taman Mount Austin,8389205621
103.7851638,1.55319,The Smile Dental Lounge,dentist,paediatric_dentistry,"69, Jalan Mutiara Emas 2A, Taman Mount Austin, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",Taman Mount Austin,8389205621
103.7851638,1.55319,The Smile Dental Lounge,dentist,orthodontics,"69, Jalan Mutiara Emas 2A, Taman Mount Austin, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",Taman Mount Austin,8389205621
103.7851638,1.55319,The Smile Dental Lounge,dentist,implantology,"69, Jalan Mutiara Emas 2A, Taman Mount Austin, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",Taman Mount Austin,8389205621
103.7851638,1.55319,The Smile Dental Lounge,dentist,dental_oral_maxillo_facial_surgery,"69, Jalan Mutiara Emas 2A, Taman Mount Austin, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",Taman Mount Austin,8389205621
101.9715011,6.0270843,โรงพยาบาล สุไหงโก-ลก,hospital,,"1 ถนน ทรายทอง 5 Tambon Su-ngai Kolok, Amphoe Su-ngai Kolok, Chang Wat Narathiwat 96120, Negara Thai",Tambon Su-ngai Kolok,4382350090
101.6344872,3.1290536,BiG Pharmacy,pharmacy,,"No. 88 & 90, Jalan SS21/39, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",Petaling Jaya,11710723247
113.986517,4.3991256,Sui Yen Chinese Physician Centre,alternative,homeopathy,"891, Jalan Pala, 98000 Miri, Sarawak, Malaysia",Miri,11769329516
101.7125708,3.1355934,Poliklinik Bandar (Pudu),clinic,,"426, Jln Pudu, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,7117051410
101.7124123,3.1353513,Klinik Pakar Kulit Chow,clinic,,"No. 323, Jln Pudu, Wilayah Persekutuan, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,4211695589
100.7309986,5.0085268,Klinik Desa Pondok Tanjung,clinic,,"Kampung Baharu Pondok Tanjong, 34010 Taiping, Perak, Malaysia",Taiping,10060712353
103.3016581,3.8191102,Klinik Sri Masundra,clinic,,"B2, Taman Medan Masyhur , Bandar Indera Mahkota, Kuantan, Kuantan, Bandar Indera Mahkota, 25200 Kuantan, Pahang, Malaysia",Kuantan,5325424789
113.9644685,4.0969519,Grateful Pharmacy,pharmacy,,"98150 Miri, Sarawak, Malaysia",Miri,11372534369
101.6806001,3.1890248,Yapsifu TCM Treatments,alternative,traditional_chinese_medicine,"568-3-81, 3rd Floor, Kompleks Mutiara, Batu 3 1, 2, Jln Sultan Azlan Shah, Batu Complex Bussiness Centre, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Kuala Lumpur,9448907372
101.6672861,3.1111367,Life,alternative,,"1st Floor, Wisma LifeCare, 5, Jalan Kerinchi, Bangsar South, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,11749481007
101.6888766,3.175928,Klinik Keluarga Sentul,clinic,general,"678, Jln Sentul, Sentul, 51000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,9450360269
101.6931263,3.1951362,Aloeva Pharmacy,pharmacy,,"832-C, Jalan Taman Dato Senu, Sentul Garden, 51000 Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,9449826539
101.6924785,3.1783946,Health Lane Family Pharmacy Wisma Health Lane,pharmacy,,"Wisma Health Lane, 760 & 762, Jln Sentul, Sentul, 51000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,9449125145
101.6887236,3.176059,Kedai Ubat & Perniagaan Chee Onn,pharmacy,,"29, Jalan SG 3/8, Taman Sri Gombak, 68100 Batu Caves, Selangor, Malaysia",Kuala Lumpur,9449106411
101.6808061,3.1889618,Health Lane Pharmacy Mutiara Jalan Ipoh,pharmacy,,"465, Jln Sultan Azlan Shah, Taman Million, 51100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,9447142066
113.9851552,4.3371958,Precious One Postnatal Care Confinement Center,birthing_centre,,"7987, EcoPark Condo, 98000 Miri, Sarawak, Malaysia",Miri,11750611463
103.9005482,1.4112949,PanHealth Family Clinic,clinic,,"312B Sumang Link, #01-03, Singapura 822312",Singapore,4972138593
101.6750408,3.2035639,Klinik Choo,clinic,general,"Klinik Choo, 14, Jln Sultan Azlan Shah, Kampung Batu, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,9406581728
100.6605243,4.1996455,Klinik Famili,clinic,,"2416, Jalan Sembilang 2, Taman Samudera, 32040 Seri Manjung, Perak, Malaysia",Seri Manjung,5269701045
103.3029225,2.0190486,Poliklinik Intan,clinic,,"No 9, Jalan Intan 2, Taman Intan, 86000 Kluang, Johor Darul Ta'zim, Malaysia",Kluang,6040813088
101.5945743,3.1374414,NEX Sports Rehab,physiotherapist,physiatry,"B-1-12, Block B, Casa Tropicana, 5, Persiaran Tropicana, PJU 3, 47410 Petaling Jaya, Selangor, Malaysia",Petaling Jaya,12234510149
101.5945743,3.1374414,NEX Sports Rehab,physiotherapist,sports_rehab,"B-1-12, Block B, Casa Tropicana, 5, Persiaran Tropicana, PJU 3, 47410 Petaling Jaya, Selangor, Malaysia",Petaling Jaya,12234510149
101.5945743,3.1374414,NEX Sports Rehab,physiotherapist,sports_massage,"B-1-12, Block B, Casa Tropicana, 5, Persiaran Tropicana, PJU 3, 47410 Petaling Jaya, Selangor, Malaysia",Petaling Jaya,12234510149
102.1707874,6.1941048,Pusat Kesihatan Tumpat,clinic,,"Jalan Dato Keramat, Pekan Tumpat, 16200 Tumpat, Kelantan, Malaysia",Tumpat,5147854731
114.000758,4.426746,Prime Borneo Clinic,clinic,,"Ground Floor, Lot 2962 Block 5, Miri Concession Land District, Jalan Krokop Utama, Krokop, 98000 Miri, Sarawak, Malaysia",Miri,11758734992
114.0003637,4.4265248,Natural Health Care & Hydrotherapy Centre,alternative,hydrotherapy,"1st Floor, Lot 3011, Wisma Chuan Gek, Jalan Krokop 10A, 98000 Miri, Sarawak, Malaysia",Miri,11758735012
101.5567515,3.2011963,Farmasi Al-Arif,pharmacy,,"No 7A, Jalan Liter DU 19/D, Seksyen U19, 47000 Sungai Buloh, Selangor, Malaysia",Sungai Buloh,9689579610
103.1047843,5.2744681,Klinik Ikram,clinic,,"No : 1716-A, 1716-B, 1756, Tingkat Bawah, Kampung Pengadang Baru, 20050 Kuala Terengganu, Terengganu, Malaysia",Kuala Terengganu,11744920553
103.1189233,5.2994366,Klinik Anda,clinic,,"MBKT 2953 ( TINGKAT BAWAH & TINGKAT, 1, Jln Kuala Berang, Kampung Wakaf Beruas, 20050 Kuala Terengganu, Terengganu, Malaysia",Kuala Terengganu,11744920548
101.5570775,3.2014001,Klinik Syifa’,clinic,,"No. 21, Jalan D U19/D, Seksyen U19, 40160 Sungai Buloh, Selangor, Malaysia",Sungai Buloh,9676155838
100.3987294,5.3959307,Eye Centre Optometry,optometrist,,"47(GF, Jalan Todak 2, Seberang Jaya, 13700 Perai, Pulau Pinang, Malaysia",Perai,7671299644
110.33753,1.5369227,B. Teo's Family Clinic,clinic,,"86, Jalan Tun Ahmad Zaidi Adruce, Swee Joo Park, 93150 Kuching, Sarawak, Malaysia",Kuching,12308967923
113.9916035,4.343761,Q10 Pharmacy,pharmacy,,"Lot 8878, Ground Floor, Jalan Miri-Bintulu,, Mega E-Mart Commercial Centre, 98000 Miri, Sarawak, Malaysia",Miri,6559776189
113.9880419,4.3986967,Klinik Chong,clinic,,"Lot 561,Ground Floor, Jalan Permaisuri, 98000, Miri, Sarawak, 98000 Miri, Sarawak, Malaysia",Miri,11813208784
112.3241252,2.5253578,PMG Pharmacy Selangau,pharmacy,,"Lot 198, Sublot No 5, All in, Lot 15&16, Block 14, Gigis Land District, Pekan Selangau, 96000 Selangau, Sarawak, Malaysia",Selangau,12323361218
112.3257741,2.52465,Grace Pharmacy,pharmacy,,"Lorong Liu Shan Bang 4, Kota Sentosa, 93250 Kuching, Sarawak, Malaysia",Kuching,12328164929
113.9888002,4.3982246,Klinik Pergigian Createeth,dentist,,"Ground Floor, Lot 586, Jalan Sim Cheng Kay, 98000 Miri, Sarawak, Malaysia",Miri,11813208773
113.9937995,4.3972194,Guardian,pharmacy,,"G.21-G.24, BINTANG PLAZA SHOPPING COMPLEX, Jalan Miri Pujut, Taman Herba, 98000 Miri, Sarawak, Malaysia",Miri,11621187571
113.9881641,4.3982514,Klinik Pergigian Baru,dentist,,"1st Floor, Lot 626, North Yu Sheng Road, 98000, Miri, Sarawak, 98000 Miri, Sarawak, Malaysia",Miri,12319748327
110.3371207,1.5283993,Aeon Wellness,pharmacy,,"Lot G40 & 41, AEON Mall Kuching Central, No.88, Jln Tun Datuk Patinggi Haji Ahmad Zaidi Adruce, Min Chu Garden, 93200 Kuching, Sarawak, Malaysia",Kuching,12309160310
110.4024575,1.363863,Watsons Eastern Mall Siburan,pharmacy,,"Sublot 32, 33, 35 And 36, Ground Floor, Eastern Mall Batu 17, Siburan, Jalan Kuching - Serian, 94200 Kuching, Sarawak, Malaysia",Kuching,12309251255
110.3370596,1.5278663,Guardian,pharmacy,,"Lot 1, Section 21, KTLD, Jalan Tun Abang Haji Openg, 93586 Kuching, Sarawak, Malaysia",Kuching,12309170538
110.3372475,1.5283975,Watsons,pharmacy,,"Lot F16 First Floor, Aeon Mall Kuching Central No 88, Jalan Tun Datuk Patinggi Hj. Ahmad Zaidi Adruce, Min Chu Garden, 93200 Kuching, Sarawak, Malaysia",Kuching,12309332859
113.9914085,4.3423064,Klinik Ohana,clinic,,"Lot 8813 Block 1 Lambir Land District Riam, Mega E-Mart Commercial Centre OFF Jalan Miri Bintulu, Jalan Riam, 98000 Miri, Sarawak, Malaysia",Miri,11496218074
101.6080043,3.1651501,Perdana Care,clinic,,"G12-A, Jalan PJU 8/3a, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",Petaling Jaya,12323602065
113.9886679,4.3944812,Judson Clinic & Surgery,clinic,,"171A, Ground Floor, Jalan Brooke, 98000 Miri, Sarawak, Malaysia",Miri,10823277005
113.9889778,4.3930453,Klinik Kesihatan UTC Miri,clinic,general,"Lot 526, Jalan Kwangtung, 98000 Miri, Sarawak, Malaysia",Miri,12326965150
113.9889778,4.3930453,Klinik Kesihatan UTC Miri,clinic,dental_oral_maxillo_facial_surgery,"Lot 526, Jalan Kwangtung, 98000 Miri, Sarawak, Malaysia",Miri,12326965150
101.7000113,3.1431713,中华施诊所,clinic,,"2, Jalan Hang Jebat, City Centre, 50150 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,9839016997
116.1684821,5.3528816,Klinik Kem PPH,clinic,general,"Jalan PPH Camp, Kampung Dangulad, 89000 Keningau, Sabah, Malaysia",Keningau,4427697189
101.6697179,3.127458,Klinik Chong Dan Rakan-rakan,clinic,,"Lucky Garden, 10, Lrg Ara Kiri 2, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,10199652294
101.6697707,3.1281481,Big pharmacy,pharmacy,,"No. 19 & 21, Plaza Danau 2, Jalan 2/109f, Taman Danau Desa, 58100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Kuala Lumpur,5322030725
101.6703688,3.1277491,Klinik Pergigian Bandar,dentist,,"No. 22A, Jalan Besar, Pekan Semenyih, 43500 Semenyih, Selangor, Malaysia",Semenyih,10199652245
112.8552234,2.8834886,Klinik Kesihatan Tatau,clinic,,"Klinik Kesihatan Tatau, Jalan Sibu-Bintulu, Sarawak, Pekan Tatau Baru, 97200 Tatau, Sarawak, Malaysia",Tatau,11741758955
100.74095,4.8527285,Taiping Dental Care,dentist,,"92, Jalan Pasar, 34000 Taiping, Perak, Malaysia",Taiping,12864462267
100.7414087,4.8533808,Klinik Krishna,clinic,,"69, Jalan Taming Sari, 34000 Taiping, Perak, Malaysia",Taiping,12864410335
100.7406251,4.853132,Klinik Malaysia,clinic,,"94, Ground Floor, Jalan Taming Sari, 34000 Taiping, Perak, Malaysia",Taiping,12864391648
100.7405003,4.853043,Klinik Huan,clinic,,"100, Jalan Taming Sari, 34000 Taiping, Perak, Malaysia",Taiping,12864391633
101.7504149,3.2087664,Big Pharmacy,pharmacy,,"66, Jalan Negara, Taman Melawati, 53100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,5270451760
101.6726419,3.131271,AS Clinic,unknown,,"77, Jalan Maarof, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,11618826939
101.6575042,3.0686985,Klinik Mediviron,clinic,,"A2-0-17, Block A2, Jalan 1/152, Taman OUG Parklane, 58200 Puchong, Federal Territory of Kuala Lumpur, Malaysia",Puchong,7313133248
101.6529885,3.0726796,Klinik Mediviron,clinic,,"A2-0-17, Block A2, Jalan 1/152, Taman OUG Parklane, 58200 Puchong, Federal Territory of Kuala Lumpur, Malaysia",Kuala Lumpur,2195180215
101.5873808,3.047626,QHC Medical Center,hospital,,"2, Jalan USJ 9/5r, Subang Business Centre, 47620 Subang Jaya, Selangor, Malaysia",Subang Jaya,4520788690
115.740755,5.3437508,BIG Pharmacy,pharmacy,,"Lot.13 & 14, Block K, Beaufort Jaya, 89800 Beaufort, Sabah, Malaysia",Beaufort,11733011936
116.0696868,5.9626233,Satu Malaysia,clinic,,"Block C-G, 2, Jalan Tun Mustapha, Tanjung Aru, 88100 Kota Kinabalu, Sabah, Malaysia",Kota Kinabalu,5175679421
110.3501907,1.5039042,Kincentre Pharmacy,pharmacy,,"King's Centre, Jalan Simpang Tiga, King Centre, 93300 Kuching, Sarawak, Malaysia",Kuching,12270016837
101.7652081,2.9641291,Klinik Amisi,clinic,,"Seri Bangi, Jalan 8/35, Seksyen 8 Bandar Baru Bangi, 43650 Bangi, Selangor, Malaysia",Bangi,12270030324
110.3499285,1.5039082,Klinik Perdana,clinic,,"No 5394, RH Plaza, Jalan Lapangan Terbang & Lorong No 1, Sedc Woodhouse, 93250 Kuching, Sarawak, Malaysia",Kuching,12270063795
115.9438976,5.1250497,Klinik Kesihatan Ibu dan Anak Tenom,clinic,,"Jalan Kolam, 89900 Tenom, Sabah, Malaysia",Tenom,9957564836
115.9412663,5.1233051,Hospital Tenom,hospital,,"Peti surat 97, 89907 Tenom, Sabah, Malaysia",Tenom,9957564839
114.0216327,4.5001309,Bestcare Pharmacy,pharmacy,,"Lot 3604, Blk 5 KBLD, Desa Senadin, Phase 2, Jalan Senandin, Lutong, 98100 Miri, Sarawak, Malaysia",Miri,11519106364
113.9861776,4.3970292,Lau's Dental Surgery,dentist,orthopaedics,"1157, Ground Floor, Jalan Sri Dagang, Miri Waterfront, 98000, Miri, Sarawak, 98000 Miri, Sarawak, Malaysia",Miri,11503057961
113.9861291,4.3970457,Teo's Clinic & Maternity Centre,clinic,,"1st Floor, Miri Waterfront, No. 1158, Jalan Sri Dagang, Miri Waterfront, 98000 Miri, Sarawak, Malaysia",Miri,11502197134
115.9436873,5.124061,Farmasi Tenom,pharmacy,,"89900 Tenom, Sabah, Malaysia",Tenom,9957564985
113.9860766,4.3970624,Miri X-Ray Diagnostic Service,laboratory,radiology,"Lot 1159, Ground Floor, Waterfront Commercial Centre, Jalan Sri Dagang, 98000, Miri, Sarawak, 98000 Miri, Sarawak, Malaysia",Miri,11503057962
100.3831355,5.4820878,Klinik Pergigian Bayu Aman,dentist,,"17, Jln Bayu Aman 1, Telok Air Tawar, 13050 Butterworth, Pulau Pinang, Malaysia",Butterworth,7640791519
101.0794827,4.8286597,Klinik Komuniti Sungai Siput (U),clinic,,"Persiaran Komersial 2, Komersial Waterfront, 31100 Sungai Siput, Perak, Malaysia",Sungai Siput,8789331677
101.6459516,3.1013835,Apple Physiotherapy Centre,physiotherapist,,"PJ Sports Centre, 1, Lorong Sultan, Pjs 52, 46200 Petaling Jaya, Selangor, Malaysia",Petaling Jaya,5248697104
114.0028457,4.4274308,Des Optics,optometrist,,"Lot 2124, Ground Floor, MCLD, Lorong 10, Jalan Krokop Utama, 98000 Miri, Sarawak, Malaysia",Miri,11738465216
100.444841,5.3614074,Poliklinik Teo 张百科药房,clinic,,"75, Jalan Tembikai, Taman Mutiara, 14000 Bukit Mertajam, Pulau Pinang, Malaysia",Bukit Mertajam,5258285469
103.5942079,1.6649419,AM PM Farmasi,pharmacy,,"19, Jalan Anggerik 1, Taman Kulai Utama, 81000 Kulai, Johor Darul Ta'zim, Malaysia",Kulai,6109195884
101.6816143,3.0907587,Cozy Post Natal Care Center,unknown,,"Level 6, 7, 8 & 9 Boutique Office 3 (B03D) Menara 3A, KL Ecocity Pantai Baru, Jalan Bangsar, KL Eco City, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Kuala Lumpur,11729279532
113.980618,4.3578616,Big Pharmacy,pharmacy,,"Lot 9995-9997, Ground Floor, Block 1, Jalan Luak Bay, Lambir Land District, 98000 Miri, Sarawak, Malaysia",Miri,11475698233
113.9896274,4.3998733,Teck Kong Medical Store,alternative,,"Lot 746, Lot 746, Jalan Merpati, 98000 Miri, Sarawak, Malaysia",Miri,11649450728
110.3618746,1.545436,Halo Physio,physiotherapist,,"Ground Floor & 1st Floor, Lot 195 Sekama 7, Jln Sekama, Sekama, 93300 Kuching, Sarawak, Malaysia",Kuching,12345713914
113.9847215,4.393849,Physio Fix Sdn Bhd,physiotherapist,,"Unit A-1-28, Miri Times Square, Marina Parkcity, 98000 Miri, Sarawak, Malaysia",Miri,12061183996
110.3611306,1.5444817,Halo Physio,alternative,traditional_chinese_medicine,"Ground Floor & 1st Floor, Lot 195 Sekama 7, Jln Sekama, Sekama, 93300 Kuching, Sarawak, Malaysia",Kuching,12347590859
110.3639325,1.5457743,Da Shi Xiong Chinese Physician,alternative,traditional_chinese_medicine,"453, Jalan Tan Sri Datuk Amar Sim Kheng Hong, Kampung Kenyalang Park, 93300 Kuching, Sarawak, Malaysia",Kuching,12347584708
110.3644793,1.5461361,Xuan Wu Jiu Chinese Physician,alternative,traditional_chinese_medicine,"92, Ground Floor, Jalan Sekama Utara, Sekama, 93300 Kuching, Sarawak, Malaysia",Kuching,12347584448
100.3639624,6.1239001,Sin Chee Huat,alternative,traditional_chinese_medicine,"11, Jalan Pintu Sepuluh, Jalan Putra, 05100 Alor Setar, Kedah, Malaysia",Alor Setar,12360441402
113.9895663,4.3998628,Dr Hii Dental Surgery,dentist,orthopaedics,"Lot 747 1st Floor, Jalan Merpati, 98000 Miri, Sarawak, Malaysia",Miri,11503606750
110.361931,1.5454414,Century Care Clinic,clinic,,"Ground Floor, Lot 196, Section 59, KTLD, off, Jln Sekama, Sekama, 93300 Kuching, Sarawak, Malaysia",Kuching,12345713915
110.381319,1.5522113,Klinik Tony Sim Tong Aik,clinic,,"1105, Jalan Kwong Lee Bank, Pending Heights I, 93450 Kuching, Sarawak, Malaysia",Kuching,12345939907
113.9853076,4.3923995,True Label Pharmacy,pharmacy,,"D-G-02, Miri Times Square Marina Parkcity, 98000 Miri, Sarawak, Malaysia",Miri,11494715938
113.9848475,4.3940871,Klinik Pergigian Bright Smile,dentist,,"A-1-31A & 31B, Miri Times Square, Marina Parkcity, Times Square, Marina Parkcity, 98000 Miri, Sarawak, Malaysia",Miri,10967584731
101.6621508,3.0798823,Klinik Loi & Soo,clinic,,"No 22, Jalan 1A, 133 & 6 1/2 Mile, Jln Klang Lama, Taman Sri Sentosa, 58000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,12351233589
101.6621216,3.0799382,Klinik Mein & Surgeri,doctor,,"87, Jalan 1/12, Pj Old Town, 46000 Petaling Jaya, Selangor, Malaysia",Kuala Lumpur,4707456636
101.6535493,3.073869,Klinik Sri Sentosa,doctor,,"9, Jalan Seri Sentosa 8a, Taman Sri Sentosa, 58000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,2195180216
117.9252652,4.2572818,Body Care Chiro & Physio,alternative,chiropractic,"10761, Jln Megah Jaya, Taman Berjaya, 91000 Tawau, Sabah, Malaysia",Tawau,11699320432
101.7188101,3.155079,FFIMT Clinic (Dr. Moo),clinic,,"5-08 Level 5, Menara Hap Seng, Jalan P. Ramlee, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,11794459570
114.0167459,4.420349,Klinik Dr Nuing,clinic,occupational_medicine,"2188, Jalan Saberkas Utama, Saberkas Commercial Centre, 98000 Miri, Sarawak, Malaysia",Miri,11704472141
114.0171473,4.4202511,Libra Dental Laboratory,dentist,,"98000, Lot 2222, Jalan Saberkas 1a, Saberkas Commercial Centre, 98000 Miri, Sarawak, Malaysia",Miri,11704472132
103.7637037,1.5435151,Klinik Asia Taman Daya,clinic,,"10, Jalan Sagu 1, Taman Daya, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru,9878204970
101.4740775,3.2070464,Klinik Siti,clinic,,"NO 3A, 1, Jalan PJS 2, Taman Maju Jaya, 46000 Petaling Jaya, Selangor, Malaysia",Petaling Jaya,11707903462
101.4748515,3.2073614,U.n.i Klinik,clinic,,"E-1, 38, Jalan SP 11/3, Seri Pristana, 47000 Sungai Buloh, Selangor, Malaysia",Sungai Buloh,11147977737
103.3358528,3.831986,靖平中药行,pharmacy,traditional_chinese_medicine,"B-1772, Jalan Air Putih, Taman Imbi, 25300 Kuantan, Pahang, Malaysia",Kuantan,5423726847
113.9881779,4.3527307,Amcal Pharmacy,pharmacy,,"Lot 3031, Commercial Centre, Bintulu Road, Morsjaya, 98000 Miri, Sarawak, Malaysia",Miri,11496218096
111.5178567,2.0510845,"Bulat Reservoir, Jalan Peng You",hospital,,"3G29+6P, 96100 Sarikei, Sarawak, Malaysia",Sarikei,11717993083
113.9885875,4.3974635,Miri Medical Clinic - Dr. Philip Ting,clinic,,"Lot 643 Ground floor, Jalan North Yu Seng, 98000 Miri, Sarawak, Malaysia",Miri,11724393997
103.604714,1.660476,Farmasi Axon Sdn. Bhd.,pharmacy,,"1D, Jalan Raya, Taman Kulai Besar, 81000 Kulai, Johor Darul Ta'zim, Malaysia",Kulai,8240052309
103.6270251,1.6382017,Top Vision,clinic,optometry,"No. 56, Jalan Sri Putra 2, Bandar Putra Kulai, 81000 Kulai, Johor Darul Ta'zim, Malaysia",Kulai,8167870908
103.6105585,1.6513348,Klinik Ooi dan Surgeri,clinic,,"128, Jalan Raya, Kulai Besar, 81000 Kulai, Johor Darul Ta'zim, Malaysia",Kulai,8242877828
103.6053014,1.6599384,Klinik Gigi Haslinda,dentist,,"142 A, Jalan Susur Kulai 3, Taman Kulai Besar, 81000 Kulai, Johor Darul Ta'zim, Malaysia",Kulai,8240179733
101.7431801,3.1777481,Klinik dan Surgeri Mesra,clinic,,"46 G jalan Setiawangsa 11A Taman Setiawangsa Kuala Lumpur, Taman Setiawangsa, 54200 Kuala.Liumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala.Liumpur,4740968850
103.7577052,1.5767902,Happy Dental Setia Indah,dentist,,"13, Jln Setia 3/11, Taman Setia Indah, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru,11704058846
103.7577021,1.5767397,Harvin & Adeline Polyclinic,clinic,,"The Artiz, 11, Jln Setia 3/11, Taman Setia Indah, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru,6124580386
101.7414829,3.1786527,Klinik Anda,clinic,,"No 31G, Jalan Setiawangsa 9, Taman Setiawangsa, 54200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,9961375691
116.089222,5.9465941,Guardian,pharmacy,,"LOT 17, GROUND FLOOR, Lorong Lintas Plaza, LINTAS, 88300 Kota Kinabalu, Sabah, Malaysia",Kota Kinabalu,8761939521
116.0882287,5.9592195,BP Diagnostic,laboratory,clinical_pathology,"Ground Floor Lot 15, Block C, Fortuna Commercial Centre, Jalan Penampang, Fortuna Commercial Centre, 88300 Kota Kinabalu, Sabah, Malaysia",Kota Kinabalu,11691162425
101.5475744,3.0876389,Spa Bekam Al Iksan,alternative,homeopathy,"8, Jalan Balapan 13/32, Seksyen 13, 40100 Shah Alam, Selangor, Malaysia",Shah Alam,11693419637
101.6752433,3.1223199,Klinik Mediviron,clinic,,"The Boulevard Office Mid Valley City, 55-1, Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,10698845953
