X,Y,name,name:en,amenity,building,healthcare,healthcare:speciality,operator:type,capacity:persons,addr:full,addr:city,source,name:ms,osm_id,osm_type
103.418511,4.7412467,Pusat Perubatan Hijraa,,clinic,,clinic,,,,,,,Pusat Perubatan Hijraa,"9676824913",nodes
100.4771932,5.2804631,Siang Pharmacy,,pharmacy,,pharmacy,,,,,,https://www.mapillary.com/app/?pKey=6anWtJCkEZ7YfUXRMmG1tt&focus=photo,,"7728909572",nodes
100.4449806,5.3632895,Siang Pharmacy,,pharmacy,,pharmacy,,,,,Bukit Mertajam,https://www.mapillary.com/app/?pKey=csBbSlWWjqFq6dQn3ZwJBl&focus=photo,,"5258285476",nodes
101.7432423,3.1795925,Kinik Idzham,,clinic,,clinic,,,,,,,,"4740968936",nodes
101.7426018,3.1795399,Pusat Hemodialisis Yayasan Al-Sultan Abdullah (YASA) Setiawangsa,,clinic,,dialysis,nephrology,,,,,,,"11648616911",nodes
101.7432159,3.1792238,Kinik We-Care,,clinic,,clinic,,,,,,,,"11648616913",nodes
103.4148901,4.747391,Klinik Pergigian Safwa,Safwa Dental Clinic,dentist,,dentist,,,,,,,Klinik Pergigian Safwa,"11407019615",nodes
101.9632192,4.8701617,Klinik Dr Ramli,,doctors,,doctor,,,,,Gua Musang,,Klinik Dr Ramli,"4837260455",nodes
101.9654493,4.8788681,Klinik Kesihatan (KK3) Bandar Gua Musang,,clinic,,clinic,,,,,,https://openstreetcam.org/details/2398438/35/track-info,Klinik Kesihatan (KK3) Bandar Gua Musang,"7640346002",nodes
100.4449977,5.3636238,Klinik Bersatu,,pharmacy,,pharmacy,,,,,,https://www.mapillary.com/app/?pKey=MfEYQtiPtdjF8Kr3wlpF87&focus=photo,,"5258285477",nodes
100.4444904,5.362695,Sri Rambai Pharmacy,,pharmacy,,pharmacy,,,,,,https://www.mapillary.com/app/?pKey=2Ii3O0788K4Z4XLn4omB7m&focus=photo,,"6499833248",nodes
100.4309007,5.5156322,Siang Pharmacy,,pharmacy,,pharmacy,,,,,Kepala Batas,https://openstreetcam.org/details/2710042/1528/track-info,,"7653132500",nodes
101.7224697,3.1555813,ALPS Medical Centre,ALPS Medical Centre,doctors,,doctor,plastic_surgery,,,,,,,"11583885433",nodes
100.4768183,5.3184296,Occhio Optometry,,,,optometrist,,,,,Bukit Mertajam,https://www.mapillary.com/app/?pKey=oZ47iOjNv3WTqDmblUESUa&focus=photo,,"7728624335",nodes
100.4767157,5.3187281,Klinik Pergigian Bliss,Bliss Dental Surgery,dentist,,dentist,,,,,,https://www.mapillary.com/app/?pKey=udKxTPhXYCwidNJErB9rmx&focus=photo,,"7728624332",nodes
100.4767372,5.3186654,Klinik & Surgeri Medivici,Medivici Clinic & Surgery,dentist,,dentist,,,,,,https://www.mapillary.com/app/?pKey=udKxTPhXYCwidNJErB9rmx&focus=photo,,"7728624333",nodes
100.485905,5.3321097,Klinik Caring,,clinic,,clinic,,,,,,ground truth,,"7728624338",nodes
101.722132,3.156532,He Medical Clinic @ The Icon,He Medical Clinic @ The Icon,clinic,,clinic,andrology,,,,,,,"11584481786",nodes
101.691035,3.172556,Klinik Senan,Senan Clinic,clinic,,clinic,,,,,,,Klinik Senan,"11575645374",nodes
101.3757717,4.4706926,Klinik Ayob,,doctors,,doctor,,,,,Cameron Highlands,,,"4664822906",nodes
101.3780491,4.4707121,Dr Daniel Dental Surgery,,dentist,,dentist,,,,,Cameron Highlands,,Klinik Pergigian Dr Daniel,"4664882214",nodes
101.6837326,3.1287834,Polyklinik Muru,,clinic,,clinic,,,,,Kuala Lumpur,,,"11586577605",nodes
100.4265423,5.3673363,Farmasi Harmoni,,pharmacy,,pharmacy,,,,,,https://www.mapillary.com/app/?pKey=2xU9txMV07wNc73RzgjLxC&focus=photo,,"4618661477",nodes
100.4255409,5.3670347,KU Pharmacy Sdn. Bhd.,,pharmacy,,pharmacy,,,,,,https://www.mapillary.com/app/?pKey=kWQE3BHgJQsv0KBmzqePGu&focus=photo,,"4620838733",nodes
102.2912227,2.271011,Farmasi Putra,,pharmacy,,pharmacy,,,,,,,,"8561094195",nodes
101.732575,3.1443262,,,dentist,,dentist,,,,,,,,"7625135311",nodes
103.0834012,5.3112788,Klinik Ummi,,clinic,,clinic,,,,,,,,"7234562410",nodes
102.4016341,4.3823294,Klinik Kesihatan Kuala Tahan,Klinik Kesihatan Kuala Tahan,clinic,,clinic,,,,,,,,"4620475489",nodes
100.4837814,5.6046023,Poliklinik Dr Akram,,clinic,,clinic,,,,,,,,"5662207619",nodes
116.2214734,6.1469515,Klinik Tuaran,,clinic,,clinic,,,,,,,,"5981329183",nodes
116.5641527,6.5925732,Klinik Desa,,clinic,,clinic,,,,,,,,"5649208321",nodes
115.0107481,4.754271,Care Medical Clinic,,clinic,,clinic,,,,,,,,"2697135503",nodes
115.0072423,4.7569449,Limbang Family Clinic,,clinic,,clinic,,,,,,,,"6349977598",nodes
103.1095299,5.3075019,Klinik Desa Durian Burung,,clinic,,clinic,,,,,,,,"6698391716",nodes
100.4194011,6.2602601,Klinik Won,,clinic,,clinic,,,,,,,,"4277774599",nodes
100.2638964,6.3297776,Klinik Desa Batu 4 Sanglang,,clinic,,clinic,,,,,,,,"4541585212",nodes
100.4792008,6.0286822,Klinik 1 Malaysia,Klinik 1 Malaysia,clinic,,clinic,,,,,,,,"4451929693",nodes
103.4363739,4.6359457,,,clinic,,clinic,,,,,,,,"4008781537",nodes
101.4075083,4.5671394,Klinik Kesihatan Kampung Raja,,clinic,,clinic,,,,,Cameron Highlands,,,"4676419876",nodes
100.3886037,6.1398969,Poliklinik Mutiara,,clinic,,clinic,,,,,,"survey;Mapbox",,"3786211629",nodes
100.4261307,5.9167583,Klinik Desa Simpang Tiga,,clinic,,clinic,,,,,,personal survey,,"2588031704",nodes
100.5622569,6.1464523,Klinik Desa,,clinic,,clinic,,,,,,survey,,"3410953261",nodes
102.4945955,5.7376113,Klinik Aziz Zain,Klinik Aziz Zain,clinic,,clinic,,,,,,,,"4523226595",nodes
102.60724,5.6999076,Klinik Desa Tempinis,Klinik Desa Tempinis,clinic,,clinic,,,,,,,,"4578932692",nodes
100.5122018,5.7303705,Klinik Wawasan,,clinic,,clinic,,,,,,,,"4632506677",nodes
101.4272726,4.5142535,Klinik Desa Tringkap,,clinic,,clinic,,,,,Cameron Highlands,,,"4677808445",nodes
101.6206626,2.8270129,Klinik Kesihatan Bukit Changgang,,clinic,,clinic,,,,,Banting,,,"4714340688",nodes
101.6323121,2.8267359,Klinik Adam,,clinic,,clinic,,,,,Banting,,,"4714387735",nodes
101.5161386,3.0893445,Klinik Norzila & Surgeri,,clinic,,clinic,,,,,Shah Alam,,,"4730571654",nodes
100.4576234,5.856767,Klinik Dr Aishah,,clinic,,clinic,,,,,,,,"4773245650",nodes
100.4614574,5.8587465,Klinik 1Malaysia Guar Chempedak,,clinic,,clinic,,,,,,,,"4951130001",nodes
101.6138528,3.1154754,BP Specialist Centre Taman Megah,,clinic,,clinic,,,,,Petaling Jaya,,,"5039590398",nodes
102.6164554,5.7374165,Klinik Desa Kg Tembila,,clinic,,clinic,,,,,,,,"6069884468",nodes
103.3623698,4.228045,Klinik Komuniti Binjai,,clinic,,clinic,,,,,,,,"6567189813",nodes
100.5181137,5.6445697,Klinik Komuniti Taman Ria Jaya,,clinic,,clinic,,,,,,,,"6678172043",nodes
112.5607462,1.9068856,Klinik Ng Tekalit,,clinic,,clinic,,,,,,,,"7231850685",nodes
103.7113261,1.5443334,Klinik Shakthi & Surgeri,,clinic,,clinic,,,,,,,,"7417194276",nodes
103.1022772,5.2327344,,,dentist,,,,,,,,,,"11651490720",nodes
100.361757,5.6120192,Klinik Desa,,clinic,,clinic,,,,,,https://openstreetcam.org/details/2215990/3586/track-info,,"7505106549",nodes
103.6705822,1.5155422,Poliklinik Permai Polyclinics,,clinic,,clinic,,,,,,,,"7553897802",nodes
100.5135019,5.6539184,Poliklinik Dr Azhar dan Rakan-rakan,,clinic,,clinic,,,,,,,,"7621447278",nodes
102.2559316,2.4759722,Healthy Living Clinic,,clinic,,clinic,,,,,,,,"6434799686",nodes
102.6446908,1.9576231,klinik parit jawa,,clinic,,clinic,,,,,,,,"6038536787",nodes
103.6414413,1.4740026,Dr Shah Clinic,,clinic,,clinic,,,,,,,,"5919868202",nodes
101.8019489,2.525699,Yakin Haemodialysis,,clinic,,clinic,haematology,,,,Port Dickson,,,"4861632059",nodes
101.5309397,2.8224747,Klinik Rozita,,clinic,,clinic,,,,,Banting,,,"4727251002",nodes
100.293871,5.3324469,Watsons,,pharmacy,,pharmacy,,,,,,,,"11645327830",nodes
100.4445716,5.3633825,Klinik Sri Rambai,,clinic,,clinic,,,,,,https://www.mapillary.com/app/?pKey=fv08P6DRNHc4pRSGBIOppd&focus=photo,,"7728876260",nodes
100.3923632,5.3855692,Siang Pharmacy,,pharmacy,,pharmacy,,,,,Perai,ground truth,,"7728909591",nodes
100.4826348,5.6131562,Guardian,,pharmacy,,pharmacy,,,,,,https://openstreetcam.org/details/2361826/540,,"7728909615",nodes
100.4826379,5.6130538,Klinik Cinta Sayang,,clinic,,clinic,,,,,,https://openstreetcam.org/details/2361826/546,,"7728909617",nodes
100.4183049,5.3551765,Guardian,,pharmacy,,pharmacy,,,,,Bukit Mertajam,,,"11637224143",nodes
100.3327547,5.4119546,Klinik Lee,,clinic,,clinic,,,,,,,,"11645191181",nodes
103.2913028,5.0432551,Klinik Desa Merchang,,clinic,,clinic,,,,,,,Klinik Desa Merchang,"4125079980",nodes
103.3468222,4.9434594,Klinik Desa Jambu Bongkok,,clinic,,clinic,,,,,,,Klinik Desa Jambu Bongkok,"6496683987",nodes
103.1981726,5.2206745,Klinik Pergigian Rina,Rina Dental Clinic,dentist,,dentist,,,,,,,Klinik Pergigian Rina,"9722424529",nodes
103.1776057,5.2658663,Klinik Pergigian Darul Iman,Darul Iman Dental Clinic,dentist,,dentist,,,,,,,Klinik Pergigian Darul Iman,"9762045818",nodes
103.1775923,5.2657368,Pusat Rawatan Dialisis Islah,,clinic,,dialysis,nephrology,,,,,,Pusat Rawatan Dialisis Islah,"9762045819",nodes
103.1775802,5.2656887,Klinik Medina,Medina Clinic,clinic,,clinic,,,,,,,Klinik Medina,"9762045822",nodes
101.6407391,3.2132263,Klinik Alam Medik,Alam Medik Clinic,clinic,,clinic,,,,,,,Klinik Alam Medik,"7317774160",nodes
101.4504013,3.2309873,Watsons,,pharmacy,,pharmacy,,,,,,,,"12843533458",nodes
102.2318369,2.4707663,Watsons,,pharmacy,,pharmacy,,,,,,https://openstreetcam.org/details/2326962/2183/track-info,,"7802951233",nodes
100.3875647,6.1303406,Farmasi KNZ,,pharmacy,,pharmacy,,,,,,,,"3814074621",nodes
100.3874993,6.1302603,Poliklinik Hidayah,,clinic,,clinic,,,,,,,,"3814074635",nodes
116.0773705,5.9856141,,,hospital,,hospital,,,,,,,,"5764870953",nodes
116.0732885,5.9801643,Klinik Lau & Choong,,clinic,,clinic,,,,,,,,"5961270196",nodes
101.5375608,3.0062344,Klinik Famili Shah Alam,,clinic,,clinic,,,,,,,,"6138465087",nodes
101.7907169,2.9572035,Flexcare Physio,,,,physiotherapist,,,,,,,,"12836712831",nodes
101.7906601,2.957224,Care Clinics,,clinic,,clinic,,,,,,,,"12836712834",nodes
101.7908206,2.9571412,Cofie,,pharmacy,,pharmacy,,,,,,,,"12836712837",nodes
102.2913863,2.2562975,Klinik Ayer Keroh,,clinic,,clinic,,,,,,Mapillary,,"7701611735",nodes
102.2913722,2.2582585,Farmasi Murni,,pharmacy,,pharmacy,,,,,,Mapillary,,"7701725699",nodes
101.5391463,3.0035396,FirstCare Pharmacy,,pharmacy,,pharmacy,,,,,,,,"3960921781",nodes
101.5344755,3.0047022,Health Lane Family Pharmacy,,pharmacy,,pharmacy,,,,,,,,"3961161671",nodes
101.5371668,3.0035108,Klinik Dr. Hasseenah,,clinic,,clinic,,,,,,,,"3961301915",nodes
101.5352026,3.004326,Revival Clinic,,clinic,,clinic,plastic_surgery,,,,,,,"4945332886",nodes
101.540116,3.002888,Ooi & Khor Dental Surgery,,dentist,,dentist,,,,,,,Klinik Pergigian Ooi & Khor,"3960921761",nodes
102.2913828,2.2576033,Poliklinik Piang & X-ray,,clinic,,clinic,,,,,,Mapillary,,"7701708032",nodes
101.1260941,4.5847004,Klinik 1 Malaysia Ampang Baru,,clinic,,clinic,,,,,Ipoh,,,"7699881417",nodes
103.6562148,1.4947,Jing Sen,,clinic,,clinic,traditional_chinese_medicine,,,,,https://openstreetcam.org/details/2099890/2286,,"7693521287",nodes
103.3084303,1.8299419,Farmasi Murni Simpang Renggam,,pharmacy,,pharmacy,,,,,Simpang Renggam,https://openstreetcam.org/details/2216998/1148,,"7283906595",nodes
101.646011,3.0748427,Farmasi Kaisar,,pharmacy,,pharmacy,,,,,Petaling Jaya,,,"4705754455",nodes
101.6652483,3.1164283,Klinik Menara TM,,clinic,,clinic,,,,,,,,"12159326430",nodes
102.2009032,6.122041,Farmasi Ehsan Wakaf Bharu,,pharmacy,,pharmacy,,,,,,,,"3767136863",nodes
102.2015569,6.1208274,Klinik Mahmood,,clinic,,clinic,community,,,,,,Klinik Mahmood,"12829983757",nodes
101.7737617,2.9710723,Nextage Pharmacy,,pharmacy,,pharmacy,,,,,Bandar Baru Bangi,,,"4756642331",nodes
113.9865369,4.3963207,DEGREE by Optometrist,,,,optometrist,,,,,Miri,,,"11641398288",nodes
101.5430821,3.0253533,Klinik Veda,,clinic,,clinic,,,,,,,,"3970662974",nodes
101.6182517,3.0461065,Guardian,,pharmacy,,pharmacy,,,,,,,,"11447354971",nodes
101.7024918,3.1684465,Klinik Genetik,,clinic,,clinic,,,,,,,,"12401316735",nodes
101.7048947,2.8964496,Klinik Hanita,,doctors,,maternity,,,,,Kajang,,,"4894231486",nodes
101.6612402,3.4588108,Klinik Komuniti,,doctors,,doctor,,,,,Batang Kali,,,"4763281193",nodes
101.6611023,3.4583647,Pusat Hemodialisis Syifa,,clinic,,clinic,,,,,Batang Kali,,,"4763281195",nodes
101.9192578,2.6684424,Poliklinik Foo & Yong,,doctors,,,,,,,Seremban,,,"4875054369",nodes
110.3752524,1.5058564,Lifemap Pharmacy,,pharmacy,,pharmacy,,,,,,,,"12298858074",nodes
110.3746191,1.5070942,Smile Care Dental Clinic,,dentist,,dentist,,,,,,,,"12298879781",nodes
110.3736875,1.5065107,Pristine Clinic,,clinic,,clinic,,,,,,,,"12298990251",nodes
100.4306857,5.5159732,Klinik Impiana,,clinic,,clinic,,,,,,https://openstreetcam.org/details/2710042/1527/track-info,,"7653100483",nodes
101.6886084,3.0888686,Klinik Komuniti Kuchai Entrepreneurs Park,,clinic,,clinic,,,,,,https://www.mapillary.com/app/?pKey=mVGayEkhYUDrsoMZXRvVeP&focus=photo,,"7653640472",nodes
110.3738252,1.5072693,Khor's Physio,,,,physiotherapist,,,,,,,,"12298990297",nodes
101.6501276,3.1626797,Klinik Mediviron,,clinic,,clinic,,private,,,,,Klinik Mediviron,"2968981968",nodes
110.3060132,1.5093301,EyeHealth Optometrist 眼康验光,,,,optometrist,optometry,,,,,,,"12794307616",nodes
101.6706251,3.1314758,Jason Cheong Dental Surgery,,dentist,,dentist,,,,,,,,"7249570089",nodes
101.6581028,2.9730048,Klinik Mediviron,,clinic,,clinic,,private,,,,,Klinik Mediviron,"12816666775",nodes
103.7593403,1.4663748,Teo Orthopaedic Specialist Clinic,,clinic,,clinic,,,,,,,,"12300616385",nodes
103.7594606,1.4662313,Klinik Maria,,dentist,,dentist,,,,,,,,"12300616387",nodes
101.8544193,2.4624813,Klinik Mesra,,doctors,,,,,,,Port Dickson,,,"417965592",nodes
103.7595047,1.4659796,Maria Hospital,,hospital,,,,,,,,,,"10858968181",nodes
100.4183833,6.5256917,,,pharmacy,,,,,,,,,,"4805232228",nodes
101.6390662,3.2146957,KL Eye Specialist Centre,KL Eye Specialist Centre,clinic,,clinic,ophthalmology,,,,,https://openstreetcam.org/details/2841090/4401,,"8956033617",nodes
101.6408077,3.2148707,Samcare Clinic,,clinic,,clinic,,,,,,,,"7317774156",nodes
101.6751293,3.022501,Klinik Pergigian Smile Infinity Puncak Jalil,,dentist,,dentist,dentist,,,,Seri Kembangan,,,"11591445718",nodes
101.7331525,3.0267432,Klinik Selva,,clinic,,clinic,,,,,Balakong,,,"12805959105",nodes
101.7395679,3.0457204,Guardian,,pharmacy,,pharmacy,,,,,,,,"12805959111",nodes
100.9340893,4.7722444,Klinik Nur Sejahtera LPPKN,,doctors,,doctor,,,,,Kuala Kangsar,,,"5029346532",nodes
100.940702,4.7698596,Vitro Pharmacy,,pharmacy,,pharmacy,,,,,Kuala Kangsar,,,"5027102153",nodes
100.9415827,4.7701851,i-Health Pharmacy,,pharmacy,,pharmacy,,,,,Kuala Kangsar,,,"5027102183",nodes
101.7909753,2.8857396,Poliklinik An Nur,,clinic,,clinic,general,,,,Kajang,,,"12805178705",nodes
101.7907007,2.8855209,Big Pharmacy,,pharmacy,,pharmacy,,,,,Kajang,,,"12805178706",nodes
113.9926727,4.318712,Kings Pharmacy,,pharmacy,,pharmacy,,,,,Miri,,,"11548533569",nodes
101.5469045,2.9329234,AA Pharmacy,,pharmacy,,pharmacy,,,,,,,,"12304455042",nodes
114.7352099,3.7957317,Klinik Kesihatan Long Bedian,,clinic,,clinic,,,,,,,,"6745797321",nodes
101.6207619,3.0438079,Klinik Selva,,clinic,,clinic,,,,,,,,"12167492057",nodes
101.7962737,2.9773142,Pusat Pakar Mata ACS,ACS Eye Specialist Centre,doctors,,optometrist,,,,,Kajang,,,"4755588126",nodes
110.3373707,1.5349149,Advanced Lab,,,,laboratory,,,,,,,,"12308981762",nodes
110.337369,1.5349503,Klinik Dr Ng Wee Kok,,clinic,,clinic,,,,,,,,"12308979380",nodes
101.7425958,3.178016,Klinik Hero,,clinic,,clinic,,,,,,,,"11645081761",nodes
101.4818676,3.0627627,iCare Dental Shah Alam,,dentist,,dentist,"dentistry;dentist",,,,Shah Alam,,,"12785377064",nodes
100.5146358,5.6952083,Pusat Rawatan Komplementari Islam,,,,alternative,,,,,,,,"4634874835",nodes
103.63231,1.5144264,Caring Pharmacy,,pharmacy,,pharmacy,,,,,,,,"5578532723",nodes
101.375565,4.4698746,NuCare,,pharmacy,,pharmacy,,,,,,,,"12778528437",nodes
101.3757178,4.4702988,Big Pharmacy,,pharmacy,,pharmacy,,,,,Cameron Highlands,,Pengurup Wang Azad MK,"3200455732",nodes
101.3757695,4.4703027,Cameron Pharmacy,,pharmacy,,pharmacy,,,,,Cameron Highlands,,,"3254482653",nodes
101.1493263,4.3154005,Facesun SciTech Wellness Centre,,,,yes,,,,,,,,"12777494687",nodes
101.1524708,4.3129368,Big Pharmacy,,pharmacy,,pharmacy,,,,,,,,"7691131455",nodes
101.1524348,4.3131886,HTM Pharmacy,,pharmacy,,pharmacy,,,,,,,,"10596123299",nodes
101.1524228,4.3133572,Sunway Multicare,,pharmacy,,pharmacy,,,,,,,,"12777585917",nodes
101.1515975,4.3130418,Guardian,,pharmacy,,pharmacy,,,,,,,,"12777558376",nodes
101.7520358,2.9637866,Klinik Pusrawi,,clinic,,clinic,,,,,,,,"12243524495",nodes
101.7523126,2.9639709,Klinik Mediviron,,clinic,,clinic,general,private,,,,,Klinik Mediviron,"12243524499",nodes
101.7523674,2.964017,Klinik Pergigian Norshah,,dentist,,dentist,,,,,,,,"12243540201",nodes
101.756322,2.9631807,Klinik Anda,,clinic,,clinic,,,,,,,,"12243540253",nodes
101.2940946,4.1071246,Rawatan Tabib,,,,alternative,traditional_chinese_medicine,,,,,,,"12773332027",nodes
101.6264097,3.0788451,Farmasi Nadi Utama,,pharmacy,,,,,,,Petaling Jaya,,,"4734662569",nodes
103.6302044,1.3107871,"Drs Koo, Loh & Fok",,doctors,,,,,,,Singapore,,,"4584787689",nodes
101.7765359,3.1435644,Klinik Jaya Ampang,,clinic,,clinic,,,,,,,,"5411249521",nodes
116.575743,5.9858277,,,pharmacy,,pharmacy,,,,,,,,"6180567585",nodes
101.558265,3.2020866,Poliklinik Mediprima,,clinic,,clinic,,,,,,,,"10177746973",nodes
101.5861374,3.1114316,Klinik Mediviron,Mediviron Clinic,clinic,,clinic,,private,,,,,Klinik Mediviron,"4483907189",nodes
101.5864309,3.1113073,Klinik Mediviron,,clinic,,clinic,,private,,,,,Klinik Mediviron,"4565128592",nodes
101.2684075,4.211934,Poliklinik Sri Kelana,,clinic,,clinic,,,,,,,,"12777819064",nodes
101.5422366,2.9439895,Ooi & Khor Dental Clinic,Ooi & Khor Dental Clinic,dentist,,dentist,,,,,,,Klinik Pergigian Ooi & Khor,"7592278261",nodes
101.5421829,2.9439499,Poliklinik Shaik,,clinic,,clinic,,,,,,,,"7592278262",nodes
101.7171091,3.1614435,Good Clinic,Good Clinic,clinic,,clinic,,,,,,,,"7012847245",nodes
101.6479645,3.0635404,Klinik Segara,,clinic,,clinic,,,,,Puchong,,,"1866857369",nodes
101.648413,3.0640209,Poliklinik Vijay,,clinic,,clinic,,,,,Puchong,,,"1866868429",nodes
101.7414694,3.1782304,Klinik Mediviron,,clinic,,clinic,,private,,,,,Klinik Mediviron,"4740968869",nodes
110.366295,1.5174307,Pathlab,,,,laboratory,,,,,,,,"12177521885",nodes
117.8572761,4.9801692,Infapro,,hospital,,hospital,,,,,,,,"7587051900",nodes
100.3252402,5.4212595,Guardian,,pharmacy,,pharmacy,,,,,,,,"4708387790",nodes
110.3623525,1.505946,Caring Pharmacy,,pharmacy,,pharmacy,,,,,,,,"12178270915",nodes
101.4522595,3.2317559,Farmasi GT Health,,pharmacy,,pharmacy,,,,,,,,"10779432933",nodes
101.7298384,3.1118389,Hai-O,Hai-O,pharmacy,,pharmacy,,,,,,,Hai-O,"10130292596",nodes
100.3177625,5.4240233,iTCM Healthcare Centre 爱康中医诊所,,hospital,,hospital,general,,,,George Town,,,"10869934351",nodes
110.344571,1.513396,Healthcare Pharmacy,,pharmacy,,pharmacy,,,,,,,,"7884498656",nodes
101.6924211,3.1728716,Klinik Kanak-Kanak Muthiah,,clinic,,clinic,general,private,,,Kuala Lumpur,,Klinik Kanak-Kanak Muthiah,"9450391095",nodes
100.9369183,4.7710555,Klinik Pakar Perubatan Kuala Kangsar,,clinic,,clinic,,,,,,,,"12765866979",nodes
110.3445907,1.5135867,Big Pharmacy,,pharmacy,,pharmacy,,,,,,,,"12179749363",nodes
111.8207725,2.2907743,MyTown Pharmacy,,pharmacy,,pharmacy,,,,,Sibu,,,"11257000959",nodes
101.9623842,4.8747714,Farmasi Medi Mesra,,pharmacy,,pharmacy,,,,,Gua Musang,,,"4837260106",nodes
101.9623948,4.8734226,Klinik Gigi Dr Nik,Dr Nik Dental Clinic,dentist,,dentist,,,,,Gua Musang,,,"4837260097",nodes
101.5212125,3.6799709,Poliklinik Bakti-Aminin,,clinic,,clinic,,,,,,,Klinik Bakti-Aminin,"8089048064",nodes
100.347717,6.1231482,Klinik Pergigian Izznara,,dentist,,,,,,,,,,"7575144129",nodes
101.7035109,3.1703543,Pejabat Rekod/Perundangan Institut Ortopedik & Traumatologi,,,,yes,,,,,,,,"12181367147",nodes
100.3830768,5.4258385,Pusat Dialisis B Braun Avitum (Butterworth),,,,yes,,,,,,,Pusat Dialisis B Braun Avitum (Butterworth),"6598650558",nodes
116.0759655,5.9856204,Watsons,,pharmacy,,pharmacy,,,,,,,,"4242277889",nodes
102.4158969,3.4495554,Watsons,,pharmacy,,pharmacy,,,,,,,,"5076866800",nodes
101.7043794,3.1699364,Unit Rekod Perubatan Neurosains,,,,yes,,,,,,,,"12181307131",nodes
101.7005897,3.172961,Kompleks MRI Jabatan Radiologi,X-Ray,hospital,,hospital,,government,,,,,,"5993583360",nodes
101.7016079,3.1712415,Wad Diraja,,,,yes,,,,,,,,"12181376246",nodes
101.6464128,3.0997058,Drs Young Newton,,clinic,,clinic,,,,,Petaling Jaya,,,"4723482677",nodes
101.6304942,3.1946612,All Day Pharmacy,,pharmacy,,pharmacy,,,,,,,,"11084059045",nodes
110.3494929,1.5035395,Dr.Christina's Dental Clinic,,dentist,,dentist,,,,,,,,"12181183206",nodes
101.7043195,3.1695766,Jabatan Pemuliham Carakerja,,,,yes,,,,,,,,"12181307145",nodes
101.7037705,3.1696046,Kaunter Pandu Lalu Farmasi HKL,,pharmacy,,pharmacy,,,,,,,Kaunter Pandu Lalu Farmasi HKL,"6156649500",nodes
102.2495586,2.188373,Watsons,,pharmacy,,pharmacy,,,,,,,,"3861028046",nodes
118.6132844,4.4792302,Watsons,Watsons,pharmacy,,pharmacy,,,,,,,,"4784238624",nodes
100.4287135,5.3378364,Guardian,,pharmacy,,pharmacy,,,,,,,,"5953823173",nodes
115.4678128,3.7405136,,,hospital,,hospital,,,,,,,,"4238755390",nodes
101.6702805,3.1089824,Klinik Azhar,,doctors,,doctor,,,,,Kuala Lumpur,,Klinik Azhar,"4664623288",nodes
118.0553571,5.8919485,Klinik Butiza,Butiza Clinic,clinic,,clinic,,,,,,,Klinik Butiza,"11576070381",nodes
115.5371597,5.0239174,Klinik SFI,SFI Clinic,clinic,,clinic,,,,,,,Klinik SFI,"5047913146",nodes
101.7404045,3.1003243,Klinik Mediunity,,clinic,,clinic,,,,,,,,"12319911122",nodes
101.7225254,3.2459066,Klinik Kesihatan Batu 8,,clinic,,clinic,,,,,,,,"11637617017",nodes
101.6788769,3.0522234,Tiny Tots Children Specialist Clinic,,clinic,,clinic,,,,,,,,"7314365877",nodes
103.7487899,1.574268,Poliklinik A2,,clinic,,clinic,,,,,Johor Bahru,,,"11637259216",nodes
100.3327066,5.4207851,Qi Gong Rehabilitation Center,,,,rehabilitation,,,,,,,,"6601382197",nodes
100.2346856,5.3503412,Kelinik Ratna,,clinic,,clinic,,,,,,https://www.mapillary.com/app/?pKey=J6kWQDaKEiuL5RLx965Xzu&focus=photo,,"7559111613",nodes
101.7372829,3.1470421,Health Lane Family Pharmacy,,pharmacy,,pharmacy,,,,,,,,"11635059461",nodes
101.7156246,3.1454879,Klinik Mediviron,,clinic,,clinic,,,,,,,Klinik Mediviron,"1544290915",nodes
103.4153198,4.7511098,Klinik Zam,Zam Clinic,clinic,,clinic,,,,,,,Klinik Zam,"9676824911",nodes
103.4130036,4.7559968,Farmasi Alpro,Alpro Pharmacy,pharmacy,,pharmacy,,,,,,,Farmasi Alpro,"10098393349",nodes
103.4149078,4.752632,Specialist Clinics,Specialist Clinics,clinic,,clinic,,,,,,,,"10260903234",nodes
103.413331,4.7520318,Physiotheraphy,Physiotheraphy,clinic,,clinic,,,,,,,,"10260903236",nodes
103.4138173,4.7518549,Radicare Workshop,Radicare Workshop,hospital,,hospital,,,,,,,,"10260903237",nodes
103.4145397,4.7520941,Outpatient Unit,Outpatient Unit,clinic,,clinic,,,,,,,,"10260903239",nodes
103.4147273,4.7523808,Ward 4 (Paediatric Clinic),Ward 4 (Paediatric Clinic),hospital,,hospital,,,,,,,,"10260903240",nodes
103.4145751,4.7516156,Pathology Unit,Pathology Unit,clinic,,clinic,,,,,,,,"10260903242",nodes
103.4135694,4.7519714,JKKP Unit,JKKP Unit,hospital,,hospital,,,,,,,,"10260903246",nodes
103.4142626,4.7517871,Operation Theatre,Operation Theatre,hospital,,hospital,,,,,,,,"10260903247",nodes
103.414463,4.7517288,X-Ray Unit,X-Ray Unit,clinic,,clinic,,,,,,,,"10260903248",nodes
103.4140031,4.7518837,Dietetic Unit,Dietetic Unit,clinic,,clinic,,,,,,,,"10260903249",nodes
103.4144244,4.7519259,Pulmonologist,Pulmonologist,clinic,,clinic,,,,,,,,"10260903252",nodes
